"GO.ID","Term","Annotated","Significant","Expected","classicFisher","Enrichment"
"GO:0060491","regulation of cell projection assembly",192,0,0.3,"1.0000",-0.38
"GO:0060512","prostate gland morphogenesis",28,0,0.04,"1.0000",-0.06
"GO:0060537","muscle tissue development",397,0,0.62,"1.0000",-0.7
"GO:0060538","skeletal muscle organ development",170,0,0.27,"1.0000",-0.34
"GO:0060541","respiratory system development",228,0,0.36,"1.0000",-0.44
"GO:0060544","regulation of necroptotic process",20,0,0.03,"1.0000",-0.04
"GO:0060547","negative regulation of necrotic cell dea...",25,0,0.04,"1.0000",-0.06
"GO:0060560","developmental growth involved in morphog...",263,0,0.41,"1.0000",-0.5
"GO:0060561","apoptotic process involved in morphogene...",23,0,0.04,"1.0000",-0.06
"GO:0060562","epithelial tube morphogenesis",348,0,0.54,"1.0000",-0.62
"GO:0060563","neuroepithelial cell differentiation",26,0,0.04,"1.0000",-0.06
"GO:0060571","morphogenesis of an epithelial fold",24,0,0.04,"1.0000",-0.06
"GO:0060603","mammary gland duct morphogenesis",38,0,0.06,"1.0000",-0.08
"GO:0060606","tube closure",109,0,0.17,"1.0000",-0.23
"GO:0060612","adipose tissue development",53,0,0.08,"1.0000",-0.11
"GO:0060627","regulation of vesicle-mediated transport",524,0,0.82,"1.0000",-0.86
"GO:0060632","regulation of microtubule-based movement",45,0,0.07,"1.0000",-0.1
"GO:0060669","embryonic placenta morphogenesis",32,0,0.05,"1.0000",-0.07
"GO:0060674","placenta blood vessel development",33,0,0.05,"1.0000",-0.07
"GO:0060675","ureteric bud morphogenesis",59,0,0.09,"1.0000",-0.12
"GO:0060688","regulation of morphogenesis of a branchi...",56,0,0.09,"1.0000",-0.12
"GO:0060706","cell differentiation involved in embryon...",23,0,0.04,"1.0000",-0.06
"GO:0060711","labyrinthine layer development",54,0,0.08,"1.0000",-0.11
"GO:0060713","labyrinthine layer morphogenesis",26,0,0.04,"1.0000",-0.06
"GO:0060716","labyrinthine layer blood vessel developm...",23,0,0.04,"1.0000",-0.06
"GO:0060740","prostate gland epithelium morphogenesis",28,0,0.04,"1.0000",-0.06
"GO:0060759","regulation of response to cytokine stimu...",108,0,0.17,"1.0000",-0.23
"GO:0060760","positive regulation of response to cytok...",47,0,0.07,"1.0000",-0.1
"GO:0060761","negative regulation of response to cytok...",46,0,0.07,"1.0000",-0.1
"GO:0060765","regulation of androgen receptor signalin...",22,0,0.03,"1.0000",-0.04
"GO:0060828","regulation of canonical Wnt signaling pa...",236,0,0.37,"1.0000",-0.45
"GO:0060840","artery development",103,0,0.16,"1.0000",-0.21
"GO:0060914","heart formation",26,0,0.04,"1.0000",-0.06
"GO:0060964","regulation of miRNA-mediated gene silenc...",30,0,0.05,"1.0000",-0.07
"GO:0060966","regulation of gene silencing by RNA",34,0,0.05,"1.0000",-0.07
"GO:0060972","left/right pattern formation",22,0,0.03,"1.0000",-0.04
"GO:0060976","coronary vasculature development",65,0,0.1,"1.0000",-0.14
"GO:0060977","coronary vasculature morphogenesis",29,0,0.05,"1.0000",-0.07
"GO:0060986","endocrine hormone secretion",53,0,0.08,"1.0000",-0.11
"GO:0060993","kidney morphogenesis",86,0,0.13,"1.0000",-0.18
"GO:0060996","dendritic spine development",134,0,0.21,"1.0000",-0.28
"GO:0060997","dendritic spine morphogenesis",75,0,0.12,"1.0000",-0.16
"GO:0060998","regulation of dendritic spine developmen...",88,0,0.14,"1.0000",-0.19
"GO:0060999","positive regulation of dendritic spine d...",67,0,0.1,"1.0000",-0.14
"GO:0061001","regulation of dendritic spine morphogene...",57,0,0.09,"1.0000",-0.12
"GO:0061003","positive regulation of dendritic spine m...",29,0,0.05,"1.0000",-0.07
"GO:0061005","cell differentiation involved in kidney ...",48,0,0.07,"1.0000",-0.1
"GO:0061008","hepaticobiliary system development",106,0,0.17,"1.0000",-0.23
"GO:0061013","regulation of mRNA catabolic process",159,0,0.25,"1.0000",-0.32
"GO:0061014","positive regulation of mRNA catabolic pr...",90,0,0.14,"1.0000",-0.19
"GO:0061025","membrane fusion",126,0,0.2,"1.0000",-0.26
"GO:0061028","establishment of endothelial barrier",47,0,0.07,"1.0000",-0.1
"GO:0061035","regulation of cartilage development",64,0,0.1,"1.0000",-0.14
"GO:0061036","positive regulation of cartilage develop...",25,0,0.04,"1.0000",-0.06
"GO:0061037","negative regulation of cartilage develop...",29,0,0.05,"1.0000",-0.07
"GO:0061041","regulation of wound healing",92,0,0.14,"1.0000",-0.19
"GO:0061045","negative regulation of wound healing",47,0,0.07,"1.0000",-0.1
"GO:0061049","cell growth involved in cardiac muscle c...",38,0,0.06,"1.0000",-0.08
"GO:0061050","regulation of cell growth involved in ca...",28,0,0.04,"1.0000",-0.06
"GO:0061053","somite development",81,0,0.13,"1.0000",-0.18
"GO:0061061","muscle structure development",577,0,0.9,"1.0000",-0.93
"GO:0061077","chaperone-mediated protein folding",61,0,0.1,"1.0000",-0.14
"GO:0061081","positive regulation of myeloid leukocyte...",22,0,0.03,"1.0000",-0.04
"GO:0061097","regulation of protein tyrosine kinase ac...",68,0,0.11,"1.0000",-0.15
"GO:0061098","positive regulation of protein tyrosine ...",40,0,0.06,"1.0000",-0.08
"GO:0061099","negative regulation of protein tyrosine ...",25,0,0.04,"1.0000",-0.06
"GO:0061117","negative regulation of heart growth",31,0,0.05,"1.0000",-0.07
"GO:0061136","regulation of proteasomal protein catabo...",184,0,0.29,"1.0000",-0.37
"GO:0061138","morphogenesis of a branching epithelium",196,0,0.31,"1.0000",-0.39
"GO:0061157","mRNA destabilization",86,0,0.13,"1.0000",-0.18
"GO:0061162","establishment of monopolar cell polarity",26,0,0.04,"1.0000",-0.06
"GO:0061178","regulation of insulin secretion involved...",78,0,0.12,"1.0000",-0.16
"GO:0061180","mammary gland epithelium development",70,0,0.11,"1.0000",-0.15
"GO:0061245","establishment or maintenance of bipolar ...",53,0,0.08,"1.0000",-0.11
"GO:0061298","retina vasculature development in camera...",21,0,0.03,"1.0000",-0.04
"GO:0061311","cell surface receptor signaling pathway ...",23,0,0.04,"1.0000",-0.06
"GO:0061326","renal tubule development",92,0,0.14,"1.0000",-0.19
"GO:0061333","renal tubule morphogenesis",74,0,0.12,"1.0000",-0.16
"GO:0061337","cardiac conduction",61,0,0.1,"1.0000",-0.14
"GO:0061339","establishment or maintenance of monopola...",27,0,0.04,"1.0000",-0.06
"GO:0061351","neural precursor cell proliferation",187,0,0.29,"1.0000",-0.37
"GO:0061371","determination of heart left/right asymme...",51,0,0.08,"1.0000",-0.11
"GO:0061383","trabecula morphogenesis",48,0,0.07,"1.0000",-0.1
"GO:0061384","heart trabecula morphogenesis",32,0,0.05,"1.0000",-0.07
"GO:0061387","regulation of extent of cell growth",125,0,0.19,"1.0000",-0.25
"GO:0061437","renal system vasculature development",24,0,0.04,"1.0000",-0.06
"GO:0061440","kidney vasculature development",24,0,0.04,"1.0000",-0.06
"GO:0061448","connective tissue development",244,0,0.38,"1.0000",-0.46
"GO:0061458","reproductive system development",376,0,0.59,"1.0000",-0.67
"GO:0061462","protein localization to lysosome",41,0,0.06,"1.0000",-0.08
"GO:0061484","hematopoietic stem cell homeostasis",28,0,0.04,"1.0000",-0.06
"GO:0061512","protein localization to cilium",64,0,0.1,"1.0000",-0.14
"GO:0061564","axon development",503,0,0.78,"1.0000",-0.83
"GO:0061572","actin filament bundle organization",163,0,0.25,"1.0000",-0.32
"GO:0061614","miRNA transcription",59,0,0.09,"1.0000",-0.12
"GO:0061640","cytoskeleton-dependent cytokinesis",90,0,0.14,"1.0000",-0.19
"GO:0061647","histone H3-K9 modification",47,0,0.07,"1.0000",-0.1
"GO:0061726","mitochondrion disassembly",80,0,0.12,"1.0000",-0.16
"GO:0061756","leukocyte adhesion to vascular endotheli...",36,0,0.06,"1.0000",-0.08
"GO:0061842","microtubule organizing center localizati...",34,0,0.05,"1.0000",-0.07
"GO:0061844","antimicrobial humoral immune response me...",26,0,0.04,"1.0000",-0.06
"GO:0061900","glial cell activation",37,0,0.06,"1.0000",-0.08
"GO:0061912","selective autophagy",77,0,0.12,"1.0000",-0.16
"GO:0061919","process utilizing autophagic mechanism",426,0,0.66,"1.0000",-0.73
"GO:0061951","establishment of protein localization to...",66,0,0.1,"1.0000",-0.14
"GO:0061982","meiosis I cell cycle process",95,0,0.15,"1.0000",-0.2
"GO:0062009","secondary palate development",24,0,0.04,"1.0000",-0.06
"GO:0062012","regulation of small molecule metabolic p...",298,0,0.46,"1.0000",-0.55
"GO:0062013","positive regulation of small molecule me...",134,0,0.21,"1.0000",-0.28
"GO:0062014","negative regulation of small molecule me...",75,0,0.12,"1.0000",-0.16
"GO:0062098","regulation of programmed necrotic cell d...",23,0,0.04,"1.0000",-0.06
"GO:0062125","regulation of mitochondrial gene express...",31,0,0.05,"1.0000",-0.07
"GO:0062149","detection of stimulus involved in sensor...",30,0,0.05,"1.0000",-0.07
"GO:0062197","cellular response to chemical stress",285,0,0.44,"1.0000",-0.53
"GO:0062207","regulation of pattern recognition recept...",79,0,0.12,"1.0000",-0.16
"GO:0062208","positive regulation of pattern recogniti...",33,0,0.05,"1.0000",-0.07
"GO:0062237","protein localization to postsynapse",54,0,0.08,"1.0000",-0.11
"GO:0065002","intracellular protein transmembrane tran...",48,0,0.07,"1.0000",-0.1
"GO:0065003","protein-containing complex assembly",1226,0,1.91,"1.0000",-1.54
"GO:0065004","protein-DNA complex assembly",119,0,0.19,"1.0000",-0.25
"GO:0070059","intrinsic apoptotic signaling pathway in...",59,0,0.09,"1.0000",-0.12
"GO:0070076","histone lysine demethylation",26,0,0.04,"1.0000",-0.06
"GO:0070098","chemokine-mediated signaling pathway",30,0,0.05,"1.0000",-0.07
"GO:0070129","regulation of mitochondrial translation",26,0,0.04,"1.0000",-0.06
"GO:0070167","regulation of biomineral tissue developm...",83,0,0.13,"1.0000",-0.18
"GO:0070168","negative regulation of biomineral tissue...",20,0,0.03,"1.0000",-0.04
"GO:0070169","positive regulation of biomineral tissue...",47,0,0.07,"1.0000",-0.1
"GO:0070192","chromosome organization involved in meio...",49,0,0.08,"1.0000",-0.11
"GO:0070198","protein localization to chromosome, telo...",31,0,0.05,"1.0000",-0.07
"GO:0070199","establishment of protein localization to...",25,0,0.04,"1.0000",-0.06
"GO:0070201","regulation of establishment of protein l...",504,0,0.79,"1.0000",-0.84
"GO:0070227","lymphocyte apoptotic process",65,0,0.1,"1.0000",-0.14
"GO:0070228","regulation of lymphocyte apoptotic proce...",48,0,0.07,"1.0000",-0.1
"GO:0070229","negative regulation of lymphocyte apopto...",27,0,0.04,"1.0000",-0.06
"GO:0070231","T cell apoptotic process",45,0,0.07,"1.0000",-0.1
"GO:0070232","regulation of T cell apoptotic process",31,0,0.05,"1.0000",-0.07
"GO:0070242","thymocyte apoptotic process",20,0,0.03,"1.0000",-0.04
"GO:0070262","peptidyl-serine dephosphorylation",20,0,0.03,"1.0000",-0.04
"GO:0070265","necrotic cell death",56,0,0.09,"1.0000",-0.12
"GO:0070266","necroptotic process",30,0,0.05,"1.0000",-0.07
"GO:0070286","axonemal dynein complex assembly",32,0,0.05,"1.0000",-0.07
"GO:0070296","sarcoplasmic reticulum calcium ion trans...",22,0,0.03,"1.0000",-0.04
"GO:0070301","cellular response to hydrogen peroxide",85,0,0.13,"1.0000",-0.18
"GO:0070302","regulation of stress-activated protein k...",176,0,0.27,"1.0000",-0.34
"GO:0070303","negative regulation of stress-activated ...",43,0,0.07,"1.0000",-0.1
"GO:0070304","positive regulation of stress-activated ...",112,0,0.17,"1.0000",-0.23
"GO:0070306","lens fiber cell differentiation",33,0,0.05,"1.0000",-0.07
"GO:0070328","triglyceride homeostasis",20,0,0.03,"1.0000",-0.04
"GO:0070371","ERK1 and ERK2 cascade",271,0,0.42,"1.0000",-0.51
"GO:0070372","regulation of ERK1 and ERK2 cascade",249,0,0.39,"1.0000",-0.48
"GO:0070373","negative regulation of ERK1 and ERK2 cas...",73,0,0.11,"1.0000",-0.15
"GO:0070374","positive regulation of ERK1 and ERK2 cas...",165,0,0.26,"1.0000",-0.33
"GO:0070482","response to oxygen levels",220,0,0.34,"1.0000",-0.42
"GO:0070507","regulation of microtubule cytoskeleton o...",158,0,0.25,"1.0000",-0.32
"GO:0070509","calcium ion import",78,0,0.12,"1.0000",-0.16
"GO:0070527","platelet aggregation",42,0,0.07,"1.0000",-0.1
"GO:0070528","protein kinase C signaling",33,0,0.05,"1.0000",-0.07
"GO:0070534","protein K63-linked ubiquitination",56,0,0.09,"1.0000",-0.12
"GO:0070536","protein K63-linked deubiquitination",30,0,0.05,"1.0000",-0.07
"GO:0070542","response to fatty acid",27,0,0.04,"1.0000",-0.06
"GO:0070555","response to interleukin-1",60,0,0.09,"1.0000",-0.12
"GO:0070570","regulation of neuron projection regenera...",37,0,0.06,"1.0000",-0.08
"GO:0070584","mitochondrion morphogenesis",25,0,0.04,"1.0000",-0.06
"GO:0070585","protein localization to mitochondrion",93,0,0.14,"1.0000",-0.19
"GO:0070613","regulation of protein processing",55,0,0.09,"1.0000",-0.12
"GO:0070633","transepithelial transport",24,0,0.04,"1.0000",-0.06
"GO:0070646","protein modification by small protein re...",136,0,0.21,"1.0000",-0.28
"GO:0070647","protein modification by small protein co...",780,0,1.22,"1.0000",-1.15
"GO:0070664","negative regulation of leukocyte prolife...",59,0,0.09,"1.0000",-0.12
"GO:0070670","response to interleukin-4",27,0,0.04,"1.0000",-0.06
"GO:0070727","cellular macromolecule localization",1593,0,2.48,"1.0000",-1.8
"GO:0070741","response to interleukin-6",28,0,0.04,"1.0000",-0.06
"GO:0070828","heterochromatin organization",83,0,0.13,"1.0000",-0.18
"GO:0070830","bicellular tight junction assembly",52,0,0.08,"1.0000",-0.11
"GO:0070839","metal ion export",39,0,0.06,"1.0000",-0.08
"GO:0070841","inclusion body assembly",26,0,0.04,"1.0000",-0.06
"GO:0070848","response to growth factor",550,0,0.86,"1.0000",-0.9
"GO:0070849","response to epidermal growth factor",42,0,0.07,"1.0000",-0.1
"GO:0070861","regulation of protein exit from endoplas...",21,0,0.03,"1.0000",-0.04
"GO:0070873","regulation of glycogen metabolic process",34,0,0.05,"1.0000",-0.07
"GO:0070875","positive regulation of glycogen metaboli...",20,0,0.03,"1.0000",-0.04
"GO:0070884","regulation of calcineurin-NFAT signaling...",30,0,0.05,"1.0000",-0.07
"GO:0070897","transcription preinitiation complex asse...",33,0,0.05,"1.0000",-0.07
"GO:0070918","primary sncRNA processing",48,0,0.07,"1.0000",-0.1
"GO:0070925","organelle assembly",803,0,1.25,"1.0000",-1.17
"GO:0070935","3'-UTR-mediated mRNA stabilization",20,0,0.03,"1.0000",-0.04
"GO:0070936","protein K48-linked ubiquitination",65,0,0.1,"1.0000",-0.14
"GO:0070972","protein localization to endoplasmic reti...",71,0,0.11,"1.0000",-0.15
"GO:0070977","bone maturation",27,0,0.04,"1.0000",-0.06
"GO:0070979","protein K11-linked ubiquitination",28,0,0.04,"1.0000",-0.06
"GO:0070988","demethylation",52,0,0.08,"1.0000",-0.11
"GO:0071103","DNA conformation change",57,0,0.09,"1.0000",-0.12
"GO:0071108","protein K48-linked deubiquitination",25,0,0.04,"1.0000",-0.06
"GO:0071168","protein localization to chromatin",31,0,0.05,"1.0000",-0.07
"GO:0071173","spindle assembly checkpoint signaling",35,0,0.05,"1.0000",-0.07
"GO:0071174","mitotic spindle checkpoint signaling",37,0,0.06,"1.0000",-0.08
"GO:0071214","cellular response to abiotic stimulus",243,0,0.38,"1.0000",-0.46
"GO:0071218","cellular response to misfolded protein",23,0,0.04,"1.0000",-0.06
"GO:0071229","cellular response to acid chemical",75,0,0.12,"1.0000",-0.16
"GO:0071230","cellular response to amino acid stimulus",64,0,0.1,"1.0000",-0.14
"GO:0071241","cellular response to inorganic substance",162,0,0.25,"1.0000",-0.32
"GO:0071248","cellular response to metal ion",142,0,0.22,"1.0000",-0.29
"GO:0071260","cellular response to mechanical stimulus",35,0,0.05,"1.0000",-0.07
"GO:0071276","cellular response to cadmium ion",20,0,0.03,"1.0000",-0.04
"GO:0071277","cellular response to calcium ion",73,0,0.11,"1.0000",-0.15
"GO:0071300","cellular response to retinoic acid",39,0,0.06,"1.0000",-0.08
"GO:0071312","cellular response to alkaloid",29,0,0.05,"1.0000",-0.07
"GO:0071320","cellular response to cAMP",35,0,0.05,"1.0000",-0.07
"GO:0071322","cellular response to carbohydrate stimul...",140,0,0.22,"1.0000",-0.29
"GO:0071326","cellular response to monosaccharide stim...",132,0,0.21,"1.0000",-0.28
"GO:0071331","cellular response to hexose stimulus",131,0,0.2,"1.0000",-0.26
"GO:0071333","cellular response to glucose stimulus",129,0,0.2,"1.0000",-0.26
"GO:0071346","cellular response to interferon-gamma",73,0,0.11,"1.0000",-0.15
"GO:0071347","cellular response to interleukin-1",46,0,0.07,"1.0000",-0.1
"GO:0071353","cellular response to interleukin-4",25,0,0.04,"1.0000",-0.06
"GO:0071354","cellular response to interleukin-6",26,0,0.04,"1.0000",-0.06
"GO:0071356","cellular response to tumor necrosis fact...",119,0,0.19,"1.0000",-0.25
"GO:0071357","cellular response to type I interferon",39,0,0.06,"1.0000",-0.08
"GO:0071363","cellular response to growth factor stimu...",536,0,0.84,"1.0000",-0.88
"GO:0071364","cellular response to epidermal growth fa...",39,0,0.06,"1.0000",-0.08
"GO:0071375","cellular response to peptide hormone sti...",231,0,0.36,"1.0000",-0.44
"GO:0071383","cellular response to steroid hormone sti...",141,0,0.22,"1.0000",-0.29
"GO:0071384","cellular response to corticosteroid stim...",38,0,0.06,"1.0000",-0.08
"GO:0071385","cellular response to glucocorticoid stim...",36,0,0.06,"1.0000",-0.08
"GO:0071392","cellular response to estradiol stimulus",24,0,0.04,"1.0000",-0.06
"GO:0071402","cellular response to lipoprotein particl...",26,0,0.04,"1.0000",-0.06
"GO:0071425","hematopoietic stem cell proliferation",25,0,0.04,"1.0000",-0.06
"GO:0071453","cellular response to oxygen levels",117,0,0.18,"1.0000",-0.24
"GO:0071456","cellular response to hypoxia",100,0,0.16,"1.0000",-0.21
"GO:0071459","protein localization to chromosome, cent...",26,0,0.04,"1.0000",-0.06
"GO:0071470","cellular response to osmotic stress",34,0,0.05,"1.0000",-0.07
"GO:0071478","cellular response to radiation",153,0,0.24,"1.0000",-0.31
"GO:0071479","cellular response to ionizing radiation",69,0,0.11,"1.0000",-0.15
"GO:0071480","cellular response to gamma radiation",28,0,0.04,"1.0000",-0.06
"GO:0071482","cellular response to light stimulus",92,0,0.14,"1.0000",-0.19
"GO:0071496","cellular response to external stimulus",241,0,0.38,"1.0000",-0.46
"GO:0071526","semaphorin-plexin signaling pathway",44,0,0.07,"1.0000",-0.1
"GO:0071539","protein localization to centrosome",36,0,0.06,"1.0000",-0.08
"GO:0071542","dopaminergic neuron differentiation",33,0,0.05,"1.0000",-0.07
"GO:0071548","response to dexamethasone",22,0,0.03,"1.0000",-0.04
"GO:0071559","response to transforming growth factor b...",197,0,0.31,"1.0000",-0.39
"GO:0071560","cellular response to transforming growth...",194,0,0.3,"1.0000",-0.38
"GO:0071577","zinc ion transmembrane transport",20,0,0.03,"1.0000",-0.04
"GO:0071604","transforming growth factor beta producti...",32,0,0.05,"1.0000",-0.07
"GO:0071616","acyl-CoA biosynthetic process",25,0,0.04,"1.0000",-0.06
"GO:0071622","regulation of granulocyte chemotaxis",41,0,0.06,"1.0000",-0.08
"GO:0071624","positive regulation of granulocyte chemo...",21,0,0.03,"1.0000",-0.04
"GO:0071634","regulation of transforming growth factor...",29,0,0.05,"1.0000",-0.07
"GO:0071674","mononuclear cell migration",118,0,0.18,"1.0000",-0.24
"GO:0071675","regulation of mononuclear cell migration",84,0,0.13,"1.0000",-0.18
"GO:0071677","positive regulation of mononuclear cell ...",45,0,0.07,"1.0000",-0.1
"GO:0071684","organism emergence from protective struc...",33,0,0.05,"1.0000",-0.07
"GO:0071692","protein localization to extracellular re...",330,0,0.51,"1.0000",-0.59
"GO:0071695","anatomical structure maturation",232,0,0.36,"1.0000",-0.44
"GO:0071702","organic substance transport",2056,0,3.2,"1.0000",-2.07
"GO:0071705","nitrogen compound transport",1766,0,2.75,"1.0000",-1.91
"GO:0071706","tumor necrosis factor superfamily cytoki...",141,0,0.22,"1.0000",-0.29
"GO:0071709","membrane assembly",52,0,0.08,"1.0000",-0.11
"GO:0071711","basement membrane organization",27,0,0.04,"1.0000",-0.06
"GO:0071715","icosanoid transport",38,0,0.06,"1.0000",-0.08
"GO:0071763","nuclear membrane organization",31,0,0.05,"1.0000",-0.07
"GO:0071772","response to BMP",137,0,0.21,"1.0000",-0.28
"GO:0071773","cellular response to BMP stimulus",137,0,0.21,"1.0000",-0.28
"GO:0071774","response to fibroblast growth factor",88,0,0.14,"1.0000",-0.19
"GO:0071800","podosome assembly",20,0,0.03,"1.0000",-0.04
"GO:0071805","potassium ion transmembrane transport",177,0,0.28,"1.0000",-0.36
"GO:0071806","protein transmembrane transport",52,0,0.08,"1.0000",-0.11
"GO:0071824","protein-DNA complex subunit organization",151,0,0.24,"1.0000",-0.31
"GO:0071825","protein-lipid complex subunit organizati...",27,0,0.04,"1.0000",-0.06
"GO:0071826","ribonucleoprotein complex subunit organi...",165,0,0.26,"1.0000",-0.33
"GO:0071827","plasma lipoprotein particle organization",23,0,0.04,"1.0000",-0.06
"GO:0071887","leukocyte apoptotic process",92,0,0.14,"1.0000",-0.19
"GO:0071897","DNA biosynthetic process",171,0,0.27,"1.0000",-0.34
"GO:0071901","negative regulation of protein serine/th...",96,0,0.15,"1.0000",-0.2
"GO:0071985","multivesicular body sorting pathway",33,0,0.05,"1.0000",-0.07
"GO:0072001","renal system development",295,0,0.46,"1.0000",-0.55
"GO:0072006","nephron development",136,0,0.21,"1.0000",-0.28
"GO:0072009","nephron epithelium development",99,0,0.15,"1.0000",-0.2
"GO:0072012","glomerulus vasculature development",23,0,0.04,"1.0000",-0.06
"GO:0072028","nephron morphogenesis",70,0,0.11,"1.0000",-0.15
"GO:0072073","kidney epithelium development",130,0,0.2,"1.0000",-0.26
"GO:0072078","nephron tubule morphogenesis",67,0,0.1,"1.0000",-0.14
"GO:0072080","nephron tubule development",85,0,0.13,"1.0000",-0.18
"GO:0072088","nephron epithelium morphogenesis",68,0,0.11,"1.0000",-0.15
"GO:0072089","stem cell proliferation",72,0,0.11,"1.0000",-0.15
"GO:0072091","regulation of stem cell proliferation",44,0,0.07,"1.0000",-0.1
"GO:0072132","mesenchyme morphogenesis",49,0,0.08,"1.0000",-0.11
"GO:0072163","mesonephric epithelium development",90,0,0.14,"1.0000",-0.19
"GO:0072164","mesonephric tubule development",90,0,0.14,"1.0000",-0.19
"GO:0072171","mesonephric tubule morphogenesis",60,0,0.09,"1.0000",-0.12
"GO:0072175","epithelial tube formation",153,0,0.24,"1.0000",-0.31
"GO:0072189","ureter development",20,0,0.03,"1.0000",-0.04
"GO:0072210","metanephric nephron development",32,0,0.05,"1.0000",-0.07
"GO:0072329","monocarboxylic acid catabolic process",96,0,0.15,"1.0000",-0.2
"GO:0072330","monocarboxylic acid biosynthetic process",142,0,0.22,"1.0000",-0.29
"GO:0072331","signal transduction by p53 class mediato...",143,0,0.22,"1.0000",-0.29
"GO:0072332","intrinsic apoptotic signaling pathway by...",81,0,0.13,"1.0000",-0.18
"GO:0072337","modified amino acid transport",24,0,0.04,"1.0000",-0.06
"GO:0072348","sulfur compound transport",40,0,0.06,"1.0000",-0.08
"GO:0072359","circulatory system development",1011,0,1.58,"1.0000",-1.37
"GO:0072384","organelle transport along microtubule",85,0,0.13,"1.0000",-0.18
"GO:0072521","purine-containing compound metabolic pro...",323,0,0.5,"1.0000",-0.58
"GO:0072522","purine-containing compound biosynthetic ...",154,0,0.24,"1.0000",-0.31
"GO:0072523","purine-containing compound catabolic pro...",40,0,0.06,"1.0000",-0.08
"GO:0072524","pyridine-containing compound metabolic p...",26,0,0.04,"1.0000",-0.06
"GO:0072527","pyrimidine-containing compound metabolic...",48,0,0.07,"1.0000",-0.1
"GO:0072528","pyrimidine-containing compound biosynthe...",27,0,0.04,"1.0000",-0.06
"GO:0072538","T-helper 17 type immune response",26,0,0.04,"1.0000",-0.06
"GO:0072574","hepatocyte proliferation",23,0,0.04,"1.0000",-0.06
"GO:0072575","epithelial cell proliferation involved i...",23,0,0.04,"1.0000",-0.06
"GO:0072576","liver morphogenesis",25,0,0.04,"1.0000",-0.06
"GO:0072577","endothelial cell apoptotic process",44,0,0.07,"1.0000",-0.1
"GO:0072578","neurotransmitter-gated ion channel clust...",22,0,0.03,"1.0000",-0.04
"GO:0072583","clathrin-dependent endocytosis",46,0,0.07,"1.0000",-0.1
"GO:0072593","reactive oxygen species metabolic proces...",183,0,0.29,"1.0000",-0.37
"GO:0072594","establishment of protein localization to...",390,0,0.61,"1.0000",-0.69
"GO:0072595","maintenance of protein localization in o...",42,0,0.07,"1.0000",-0.1
"GO:0072599","establishment of protein localization to...",44,0,0.07,"1.0000",-0.1
"GO:0072655","establishment of protein localization to...",89,0,0.14,"1.0000",-0.19
"GO:0072657","protein localization to membrane",556,0,0.87,"1.0000",-0.9
"GO:0072659","protein localization to plasma membrane",280,0,0.44,"1.0000",-0.53
"GO:0072665","protein localization to vacuole",62,0,0.1,"1.0000",-0.14
"GO:0072666","establishment of protein localization to...",47,0,0.07,"1.0000",-0.1
"GO:0072676","lymphocyte migration",62,0,0.1,"1.0000",-0.14
"GO:0072678","T cell migration",40,0,0.06,"1.0000",-0.08
"GO:0072698","protein localization to microtubule cyto...",58,0,0.09,"1.0000",-0.12
"GO:0080111","DNA demethylation",20,0,0.03,"1.0000",-0.04
"GO:0080135","regulation of cellular response to stres...",627,0,0.98,"1.0000",-0.99
"GO:0080164","regulation of nitric oxide metabolic pro...",54,0,0.08,"1.0000",-0.11
"GO:0080171","lytic vacuole organization",71,0,0.11,"1.0000",-0.15
"GO:0080182","histone H3-K4 trimethylation",23,0,0.04,"1.0000",-0.06
"GO:0085029","extracellular matrix assembly",41,0,0.06,"1.0000",-0.08
"GO:0086001","cardiac muscle cell action potential",53,0,0.08,"1.0000",-0.11
"GO:0086002","cardiac muscle cell action potential inv...",40,0,0.06,"1.0000",-0.08
"GO:0086005","ventricular cardiac muscle cell action p...",24,0,0.04,"1.0000",-0.06
"GO:0086009","membrane repolarization",42,0,0.07,"1.0000",-0.1
"GO:0086010","membrane depolarization during action po...",28,0,0.04,"1.0000",-0.06
"GO:0086019","cell-cell signaling involved in cardiac ...",25,0,0.04,"1.0000",-0.06
"GO:0086065","cell communication involved in cardiac c...",37,0,0.06,"1.0000",-0.08
"GO:0086091","regulation of heart rate by cardiac cond...",36,0,0.06,"1.0000",-0.08
"GO:0089718","amino acid import across plasma membrane",41,0,0.06,"1.0000",-0.08
"GO:0090022","regulation of neutrophil chemotaxis",26,0,0.04,"1.0000",-0.06
"GO:0090023","positive regulation of neutrophil chemot...",20,0,0.03,"1.0000",-0.04
"GO:0090030","regulation of steroid hormone biosynthet...",21,0,0.03,"1.0000",-0.04
"GO:0090036","regulation of protein kinase C signaling",20,0,0.03,"1.0000",-0.04
"GO:0090042","tubulin deacetylation",24,0,0.04,"1.0000",-0.06
"GO:0090043","regulation of tubulin deacetylation",20,0,0.03,"1.0000",-0.04
"GO:0090049","regulation of cell migration involved in...",39,0,0.06,"1.0000",-0.08
"GO:0090050","positive regulation of cell migration in...",20,0,0.03,"1.0000",-0.04
"GO:0090066","regulation of anatomical structure size",477,0,0.74,"1.0000",-0.8
"GO:0090068","positive regulation of cell cycle proces...",223,0,0.35,"1.0000",-0.43
"GO:0090077","foam cell differentiation",22,0,0.03,"1.0000",-0.04
"GO:0090087","regulation of peptide transport",194,0,0.3,"1.0000",-0.38
